"node_id","layer_id","module","plasmid_length","degree","final","presence","strength","edge_type","flow"
58,8,35,2668,15,"soren",1,14.4920013666565,"All",0.00118528
58,10,35,2668,15,"soren",1,14.4920013666565,"All",0.00118528
58,11,35,2668,15,"soren",1,14.4920013666565,"All",0.00118528
59,8,197,2419,4,"0",0,3.02852418354692,"All",0.000371548
59,10,197,2419,4,"0",0,3.02852418354692,"All",0.000371548
59,8,197,2419,4,"rep",1,3.02852418354692,"All",0.000371548
59,10,197,2419,4,"rep",1,3.02852418354692,"All",0.000371548
60,8,100,2348,6,"0",0,5.00511073253833,"All",0.000614041
60,10,100,2348,6,"0",0,5.00511073253833,"All",0.000614041
60,8,100,2348,6,"soren",1,5.00511073253833,"All",0.000614041
60,10,100,2348,6,"soren",1,5.00511073253833,"All",0.000614041
61,8,162,2243,4,"0",0,3.47213553276861,"All",0.000425972
61,11,162,2243,4,"0",0,3.47213553276861,"All",0.000425972
62,8,51,2197,12,"0",0,11.849795175239,"All",0.000969178
62,10,51,2197,12,"0",0,11.849795175239,"All",0.000969178
62,11,51,2197,12,"0",0,11.849795175239,"All",0.000969178
63,8,137,2121,4,"0",0,3.95381715362865,"All",0.000485066
63,11,137,2121,4,"0",0,3.95381715362865,"All",0.000485066
65,9,51,2197,8,"0",0,7.84979517523896,"All",0.000963036
65,10,51,2197,8,"0",0,7.84979517523896,"All",0.000963036
66,9,32,2100,12,"0",0,11.3295111619048,"All",0.00138994
66,11,32,2100,12,"0",0,11.3295111619048,"All",0.00138994
66,9,32,2100,12,"hypo",1,11.3295111619048,"All",0.00138994
66,11,32,2100,12,"hypo",1,11.3295111619048,"All",0.00138994
67,9,134,3880,4,"0",0,3.99896,"All",0.000490604
67,10,134,3880,4,"0",0,3.99896,"All",0.000490604
67,9,134,3880,4,"mob",1,3.99896,"All",0.000490604
67,10,134,3880,4,"mob",1,3.99896,"All",0.000490604
67,9,134,3880,4,"rep",1,3.99896,"All",0.000490604
67,10,134,3880,4,"rep",1,3.99896,"All",0.000490604
72,9,133,3240,6,"rep",1,6,"All",0.000490732
72,10,133,3240,6,"rep",1,6,"All",0.000490732
72,11,133,3240,6,"rep",1,6,"All",0.000490732
72,9,133,3240,6,"soren",1,6,"All",0.000490732
72,10,133,3240,6,"soren",1,6,"All",0.000490732
72,11,133,3240,6,"soren",1,6,"All",0.000490732
72,9,133,3240,6,"0",0,6,"All",0.000490732
72,10,133,3240,6,"0",0,6,"All",0.000490732
72,11,133,3240,6,"0",0,6,"All",0.000490732
75,8,81,3203,9,"0",0,8.99157,"All",0.000735408
75,9,81,3203,9,"0",0,8.99157,"All",0.000735408
75,11,81,3203,9,"0",0,8.99157,"All",0.000735408
75,8,81,3203,9,"soren",1,8.99157,"All",0.000735408
75,9,81,3203,9,"soren",1,8.99157,"All",0.000735408
75,11,81,3203,9,"soren",1,8.99157,"All",0.000735408
75,8,81,3203,9,"hypo",1,8.99157,"All",0.000735408
75,9,81,3203,9,"hypo",1,8.99157,"All",0.000735408
75,11,81,3203,9,"hypo",1,8.99157,"All",0.000735408
75,8,81,3203,9,"rep",1,8.99157,"All",0.000735408
75,9,81,3203,9,"rep",1,8.99157,"All",0.000735408
75,11,81,3203,9,"rep",1,8.99157,"All",0.000735408
77,10,55,3231,8,"mob",1,7.42866596100279,"All",0.00091137
77,11,55,3231,8,"mob",1,7.42866596100279,"All",0.00091137
77,10,55,3231,8,"rep",1,7.42866596100279,"All",0.00091137
77,11,55,3231,8,"rep",1,7.42866596100279,"All",0.00091137
78,8,3,3126,77,"rep",1,70.0363093790625,"All",0.00245493
78,10,3,3126,77,"rep",1,70.0363093790625,"All",0.00245493
78,11,3,3126,77,"rep",1,70.0363093790625,"All",0.00245493
78,12,3,3126,77,"rep",1,70.0363093790625,"All",0.00245493
78,16,3,3126,77,"rep",1,70.0363093790625,"All",0.00245493
78,18,3,3126,77,"rep",1,70.0363093790625,"All",0.00245493
78,22,3,3126,77,"rep",1,70.0363093790625,"All",0.00245493
78,8,3,3126,77,"soren",1,70.0363093790625,"All",0.00245493
78,10,3,3126,77,"soren",1,70.0363093790625,"All",0.00245493
78,11,3,3126,77,"soren",1,70.0363093790625,"All",0.00245493
78,12,3,3126,77,"soren",1,70.0363093790625,"All",0.00245493
78,16,3,3126,77,"soren",1,70.0363093790625,"All",0.00245493
78,18,3,3126,77,"soren",1,70.0363093790625,"All",0.00245493
78,22,3,3126,77,"soren",1,70.0363093790625,"All",0.00245493
81,12,97,3045,6,"0",0,4.94187192118227,"All",0.000606283
81,13,97,3045,6,"0",0,4.94187192118227,"All",0.000606283
86,12,132,2743,6,"0",0,6,"All",0.000490732
86,17,132,2743,6,"0",0,6,"All",0.000490732
86,20,132,2743,6,"0",0,6,"All",0.000490732
86,12,132,2743,6,"hypo",1,6,"All",0.000490732
86,17,132,2743,6,"hypo",1,6,"All",0.000490732
86,20,132,2743,6,"hypo",1,6,"All",0.000490732
108,14,2,6709,51,"Taq DNA polymerase",1,38.8842855409517,"All",0.00318029
108,15,2,6709,51,"Taq DNA polymerase",1,38.8842855409517,"All",0.00318029
108,16,2,6709,51,"Taq DNA polymerase",1,38.8842855409517,"All",0.00318029
108,14,2,6709,51,"lac repressor",1,38.8842855409517,"All",0.00318029
108,15,2,6709,51,"lac repressor",1,38.8842855409517,"All",0.00318029
108,16,2,6709,51,"lac repressor",1,38.8842855409517,"All",0.00318029
108,14,2,6709,51,"0",0,38.8842855409517,"All",0.00318029
108,15,2,6709,51,"0",0,38.8842855409517,"All",0.00318029
108,16,2,6709,51,"0",0,38.8842855409517,"All",0.00318029
108,14,2,6709,51,"beta-lactamase ",1,38.8842855409517,"All",0.00318029
108,15,2,6709,51,"beta-lactamase ",1,38.8842855409517,"All",0.00318029
108,16,2,6709,51,"beta-lactamase ",1,38.8842855409517,"All",0.00318029
108,14,2,6709,51,"DNA Polymerase",1,38.8842855409517,"All",0.00318029
108,15,2,6709,51,"DNA Polymerase",1,38.8842855409517,"All",0.00318029
108,16,2,6709,51,"DNA Polymerase",1,38.8842855409517,"All",0.00318029
112,16,111,2362,6,"soren",1,4.7087266045724,"All",0.00057768
112,22,111,2362,6,"soren",1,4.7087266045724,"All",0.00057768
120,17,244,2773,2,"0",0,2,"All",0.000245366
120,21,244,2773,2,"0",0,2,"All",0.000245366
120,17,244,2773,2,"hypo",1,2,"All",0.000245366
120,21,244,2773,2,"hypo",1,2,"All",0.000245366
123,17,15,2443,14,"0",0,10.566515243553,"All",0.00129633
123,22,15,2443,14,"0",0,10.566515243553,"All",0.00129633
123,17,15,2443,14,"soren",1,10.566515243553,"All",0.00129633
123,22,15,2443,14,"soren",1,10.566515243553,"All",0.00129633
123,17,15,2443,14,"mob",1,10.566515243553,"All",0.00129633
123,22,15,2443,14,"mob",1,10.566515243553,"All",0.00129633
124,17,36,2069,10,"0",0,9.03544371819128,"All",0.00110849
124,20,36,2069,10,"0",0,9.03544371819128,"All",0.00110849
124,17,36,2069,10,"rep",1,9.03544371819128,"All",0.00110849
124,20,36,2069,10,"rep",1,9.03544371819128,"All",0.00110849
124,17,36,2069,10,"soren",1,9.03544371819128,"All",0.00110849
124,20,36,2069,10,"soren",1,9.03544371819128,"All",0.00110849
140,1,4,2977,36,"0",0,26.7002561976667,"All",0.00163783
140,8,4,2977,36,"0",0,26.7002561976667,"All",0.00163783
140,16,4,2977,36,"0",0,26.7002561976667,"All",0.00163783
140,18,4,2977,36,"0",0,26.7002561976667,"All",0.00163783
140,1,4,2977,36,"PRE",1,26.7002561976667,"All",0.00163783
140,8,4,2977,36,"PRE",1,26.7002561976667,"All",0.00163783
140,16,4,2977,36,"PRE",1,26.7002561976667,"All",0.00163783
140,18,4,2977,36,"PRE",1,26.7002561976667,"All",0.00163783
141,1,1,2449,143,"hypo",1,106.573234052036,"All",0.00201149
141,5,1,2449,143,"hypo",1,106.573234052036,"All",0.00201149
141,8,1,2449,143,"hypo",1,106.573234052036,"All",0.00201149
141,9,1,2449,143,"hypo",1,106.573234052036,"All",0.00201149
141,10,1,2449,143,"hypo",1,106.573234052036,"All",0.00201149
141,12,1,2449,143,"hypo",1,106.573234052036,"All",0.00201149
141,13,1,2449,143,"hypo",1,106.573234052036,"All",0.00201149
141,16,1,2449,143,"hypo",1,106.573234052036,"All",0.00201149
141,17,1,2449,143,"hypo",1,106.573234052036,"All",0.00201149
141,18,1,2449,143,"hypo",1,106.573234052036,"All",0.00201149
141,20,1,2449,143,"hypo",1,106.573234052036,"All",0.00201149
141,21,1,2449,143,"hypo",1,106.573234052036,"All",0.00201149
141,22,1,2449,143,"hypo",1,106.573234052036,"All",0.00201149
141,1,1,2449,143,"mob",1,106.573234052036,"All",0.00201149
141,5,1,2449,143,"mob",1,106.573234052036,"All",0.00201149
141,8,1,2449,143,"mob",1,106.573234052036,"All",0.00201149
141,9,1,2449,143,"mob",1,106.573234052036,"All",0.00201149
141,10,1,2449,143,"mob",1,106.573234052036,"All",0.00201149
141,12,1,2449,143,"mob",1,106.573234052036,"All",0.00201149
141,13,1,2449,143,"mob",1,106.573234052036,"All",0.00201149
141,16,1,2449,143,"mob",1,106.573234052036,"All",0.00201149
141,17,1,2449,143,"mob",1,106.573234052036,"All",0.00201149
141,18,1,2449,143,"mob",1,106.573234052036,"All",0.00201149
141,20,1,2449,143,"mob",1,106.573234052036,"All",0.00201149
141,21,1,2449,143,"mob",1,106.573234052036,"All",0.00201149
141,22,1,2449,143,"mob",1,106.573234052036,"All",0.00201149
197,3,74,5167,9,"hypo",1,4.60595734081672,"All",0.000376715
197,12,74,5167,9,"hypo",1,4.60595734081672,"All",0.000376715
197,16,74,5167,9,"hypo",1,4.60595734081672,"All",0.000376715
197,3,74,5167,9,"rep",1,4.60595734081672,"All",0.000376715
197,12,74,5167,9,"rep",1,4.60595734081672,"All",0.000376715
197,16,74,5167,9,"rep",1,4.60595734081672,"All",0.000376715
197,3,74,5167,9,"0",0,4.60595734081672,"All",0.000376715
197,12,74,5167,9,"0",0,4.60595734081672,"All",0.000376715
197,16,74,5167,9,"0",0,4.60595734081672,"All",0.000376715
198,3,240,4214,2,"0",0,1.13667220512821,"All",0.00013945
198,11,240,4214,2,"0",0,1.13667220512821,"All",0.00013945
198,3,240,4214,2,"soren",1,1.13667220512821,"All",0.00013945
198,11,240,4214,2,"soren",1,1.13667220512821,"All",0.00013945
198,3,240,4214,2,"hypo",1,1.13667220512821,"All",0.00013945
198,11,240,4214,2,"hypo",1,1.13667220512821,"All",0.00013945
198,3,240,4214,2,"resolvase",1,1.13667220512821,"All",0.00013945
198,11,240,4214,2,"resolvase",1,1.13667220512821,"All",0.00013945
198,3,240,4214,2,"rep",1,1.13667220512821,"All",0.00013945
198,11,240,4214,2,"rep",1,1.13667220512821,"All",0.00013945
199,3,1,3246,18,"PRE",1,7.99476375539125,"All",0.00196164
199,3,1,3246,18,"hypo",1,7.99476375539125,"All",0.00196164
199,3,1,3246,18,"mob",1,7.99476375539125,"All",0.00196164
200,3,31,3058,5,"hypo",1,2.60921916612165,"All",0.000640213
201,3,4,2977,12,"mob",1,9.14640718178317,"All",0.00224422
201,3,4,2977,12,"0",0,9.14640718178317,"All",0.00224422
201,3,4,2977,12,"soren",1,9.14640718178317,"All",0.00224422
202,3,14,2906,7,"0",0,5.91534620096352,"All",0.00145142
202,3,14,2906,7,"soren",1,5.91534620096352,"All",0.00145142
204,3,384,2856,1,"0",0,0.592282672721375,"All",0.000145326
205,3,76,2820,3,"PRE",1,2.05114315808054,"All",0.00050328
205,3,76,2820,3,"0",0,2.05114315808054,"All",0.00050328
207,3,33,2704,4,"PRE",1,1.99190675544025,"All",0.000488746
207,3,33,2704,4,"soren",1,1.99190675544025,"All",0.000488746
207,3,33,2704,4,"0",0,1.99190675544025,"All",0.000488746
210,3,413,2181,1,"hypo",1,0.228795231545163,"All",5.61385e-05
210,3,413,2181,1,"rep",1,0.228795231545163,"All",5.61385e-05
210,3,413,2181,1,"soren",1,0.228795231545163,"All",5.61385e-05
211,3,36,2069,5,"soren",1,4.26354695043008,"All",0.00104613
211,3,36,2069,5,"0",0,4.26354695043008,"All",0.00104613
211,3,36,2069,5,"rep",1,4.26354695043008,"All",0.00104613
212,3,12,2051,7,"soren",1,6.08301973455598,"All",0.00149256
289,4,2,6709,45,"hypo",1,36.7236756601662,"All",0.00300358
289,13,2,6709,45,"hypo",1,36.7236756601662,"All",0.00300358
289,16,2,6709,45,"hypo",1,36.7236756601662,"All",0.00300358
289,4,2,6709,45,"DNA Polymerase",1,36.7236756601662,"All",0.00300358
289,13,2,6709,45,"DNA Polymerase",1,36.7236756601662,"All",0.00300358
289,16,2,6709,45,"DNA Polymerase",1,36.7236756601662,"All",0.00300358
289,4,2,6709,45,"lac repressor",1,36.7236756601662,"All",0.00300358
289,13,2,6709,45,"lac repressor",1,36.7236756601662,"All",0.00300358
289,16,2,6709,45,"lac repressor",1,36.7236756601662,"All",0.00300358
289,4,2,6709,45,"0",0,36.7236756601662,"All",0.00300358
289,13,2,6709,45,"0",0,36.7236756601662,"All",0.00300358
289,16,2,6709,45,"0",0,36.7236756601662,"All",0.00300358
289,4,2,6709,45,"beta-lactamase  ",1,36.7236756601662,"All",0.00300358
289,13,2,6709,45,"beta-lactamase  ",1,36.7236756601662,"All",0.00300358
289,16,2,6709,45,"beta-lactamase  ",1,36.7236756601662,"All",0.00300358
290,4,21,3572,7,"rep",1,5.33345046144345,"All",0.00130865
290,4,21,3572,7,"mob",1,5.33345046144345,"All",0.00130865
291,4,4,2977,13,"0",0,9.96311732738171,"All",0.00244461
291,4,4,2977,13,"PRE",1,9.96311732738171,"All",0.00244461
292,4,156,2661,3,"0",0,0.633596662908681,"All",0.000155463
293,4,280,2484,1,"rep",1,0.947262479871176,"All",0.000232426
293,4,280,2484,1,"recombinase",1,0.947262479871176,"All",0.000232426
294,4,1,2449,44,"mob",1,36.5455716180569,"All",0.00448352
294,12,1,2449,44,"mob",1,36.5455716180569,"All",0.00448352
294,4,1,2449,44,"hypo",1,36.5455716180569,"All",0.00448352
294,12,1,2449,44,"hypo",1,36.5455716180569,"All",0.00448352
297,4,54,2009,6,"0",0,4.66356007431996,"All",0.000572139
297,12,54,2009,6,"0",0,4.66356007431996,"All",0.000572139
375,5,75,5883,8,"0",0,3.50297603263641,"All",0.000429755
375,17,75,5883,8,"0",0,3.50297603263641,"All",0.000429755
375,5,75,5883,8,"rep",1,3.50297603263641,"All",0.000429755
375,17,75,5883,8,"rep",1,3.50297603263641,"All",0.000429755
375,5,75,5883,8,"PRE",1,3.50297603263641,"All",0.000429755
375,17,75,5883,8,"PRE",1,3.50297603263641,"All",0.000429755
375,5,75,5883,8,"soren",1,3.50297603263641,"All",0.000429755
375,17,75,5883,8,"soren",1,3.50297603263641,"All",0.000429755
377,5,351,3664,1,"0",0,0.738263859170306,"All",0.000181145
377,5,351,3664,1,"soren",1,0.738263859170306,"All",0.000181145
377,5,351,3664,1,"hypo",1,0.738263859170306,"All",0.000181145
377,5,351,3664,1,"PRE",1,0.738263859170306,"All",0.000181145
378,5,171,3397,3,"0",0,1.6152192864614,"All",0.00039632
378,5,171,3397,3,"mob",1,1.6152192864614,"All",0.00039632
379,5,298,3366,1,"0",0,0.910875698158051,"All",0.000223498
379,5,298,3366,1,"hypo",1,0.910875698158051,"All",0.000223498
379,5,298,3366,1,"soren",1,0.910875698158051,"All",0.000223498
381,5,347,3229,1,"rep",1,0.76060699907092,"All",0.000186627
381,5,347,3229,1,"0",0,0.76060699907092,"All",0.000186627
381,5,347,3229,1,"mob",1,0.76060699907092,"All",0.000186627
382,5,29,3181,10,"PRE",1,7.613403172696,"All",0.000934034
382,17,29,3181,10,"PRE",1,7.613403172696,"All",0.000934034
382,5,29,3181,10,"0",0,7.613403172696,"All",0.000934034
382,17,29,3181,10,"0",0,7.613403172696,"All",0.000934034
382,5,29,3181,10,"hypo",1,7.613403172696,"All",0.000934034
382,17,29,3181,10,"hypo",1,7.613403172696,"All",0.000934034
383,5,200,3151,2,"0",0,1.39511266264678,"All",0.000342313
383,5,200,3151,2,"soren",1,1.39511266264678,"All",0.000342313
383,5,200,3151,2,"rep",1,1.39511266264678,"All",0.000342313
385,5,49,2978,9,"PRE",1,7.82674651211468,"All",0.000640139
385,12,49,2978,9,"PRE",1,7.82674651211468,"All",0.000640139
385,13,49,2978,9,"PRE",1,7.82674651211468,"All",0.000640139
385,5,49,2978,9,"rep",1,7.82674651211468,"All",0.000640139
385,12,49,2978,9,"rep",1,7.82674651211468,"All",0.000640139
385,13,49,2978,9,"rep",1,7.82674651211468,"All",0.000640139
385,5,49,2978,9,"0",0,7.82674651211468,"All",0.000640139
385,12,49,2978,9,"0",0,7.82674651211468,"All",0.000640139
385,13,49,2978,9,"0",0,7.82674651211468,"All",0.000640139
387,5,14,2906,7,"soren",1,5.29903647625602,"All",0.0013002
387,5,14,2906,7,"0",0,5.29903647625602,"All",0.0013002
388,5,388,2889,1,"0",0,0.571129418483904,"All",0.000140136
388,5,388,2889,1,"soren",1,0.571129418483904,"All",0.000140136
391,5,61,2771,4,"0",0,3.47203175748827,"All",0.000851918
391,5,61,2771,4,"PRE",1,3.47203175748827,"All",0.000851918
391,5,61,2771,4,"soren",1,3.47203175748827,"All",0.000851918
392,5,27,2662,6,"0",0,4.77798647633358,"All",0.00117235
392,5,27,2662,6,"hypo",1,4.77798647633358,"All",0.00117235
392,5,27,2662,6,"soren",1,4.77798647633358,"All",0.00117235
392,5,27,2662,6,"rep",1,4.77798647633358,"All",0.00117235
393,5,164,2637,2,"0",0,1.72392718998862,"All",0.000422993
393,5,164,2637,2,"hypo",1,1.72392718998862,"All",0.000422993
394,5,319,2624,1,"soren",1,0.863239969523809,"All",0.00021181
394,5,319,2624,1,"0",0,0.863239969523809,"All",0.00021181
396,5,303,2612,1,"soren",1,0.896634977029096,"All",0.000220004
396,5,303,2612,1,"0",0,0.896634977029096,"All",0.000220004
397,5,41,2594,5,"mob",1,4.05204288357749,"All",0.000994233
397,5,41,2594,5,"soren",1,4.05204288357749,"All",0.000994233
397,5,41,2594,5,"hypo",1,4.05204288357749,"All",0.000994233
397,5,41,2594,5,"0",0,4.05204288357749,"All",0.000994233
398,5,39,2542,5,"0",0,2.99898344621836,"All",0.000735848
398,5,39,2542,5,"rep",1,2.99898344621836,"All",0.000735848
400,5,34,2429,5,"soren",1,4.19473102511322,"All",0.00102924
400,5,34,2429,5,"hypo",1,4.19473102511322,"All",0.00102924
400,5,34,2429,5,"mob",1,4.19473102511322,"All",0.00102924
401,5,292,2409,1,"rep",1,0.923204649232046,"All",0.000226523
401,5,292,2409,1,"soren",1,0.923204649232046,"All",0.000226523
402,5,22,2384,6,"hypo",1,5.12625455536913,"All",0.00125781
402,5,22,2384,6,"0",0,5.12625455536913,"All",0.00125781
402,5,22,2384,6,"rep",1,5.12625455536913,"All",0.00125781
403,5,227,2370,1,"rep",1,0.59726641337386,"All",0.000146549
404,5,18,2365,15,"rep",1,13.0071865623679,"All",0.00106384
404,12,18,2365,15,"rep",1,13.0071865623679,"All",0.00106384
404,18,18,2365,15,"rep",1,13.0071865623679,"All",0.00106384
405,5,94,2365,3,"rep",1,2.48122407126326,"All",0.000608808
405,5,94,2365,3,"0",0,2.48122407126326,"All",0.000608808
405,5,94,2365,3,"mob",1,2.48122407126326,"All",0.000608808
406,5,44,2356,5,"rep",1,3.76655348047538,"All",0.000924183
406,5,44,2356,5,"recombinase",1,3.76655348047538,"All",0.000924183
407,5,7,2328,9,"0",0,7.59142789784419,"All",0.00186268
407,5,7,2328,9,"rep",1,7.59142789784419,"All",0.00186268
408,5,78,2312,6,"0",0,2.07123235194054,"All",0.000169403
408,12,78,2312,6,"0",0,2.07123235194054,"All",0.000169403
408,22,78,2312,6,"0",0,2.07123235194054,"All",0.000169403
408,5,78,2312,6,"soren",1,2.07123235194054,"All",0.000169403
408,12,78,2312,6,"soren",1,2.07123235194054,"All",0.000169403
408,22,78,2312,6,"soren",1,2.07123235194054,"All",0.000169403
408,5,78,2312,6,"PRE",1,2.07123235194054,"All",0.000169403
408,12,78,2312,6,"PRE",1,2.07123235194054,"All",0.000169403
408,22,78,2312,6,"PRE",1,2.07123235194054,"All",0.000169403
409,5,56,2303,3,"mob",1,2.19962467238806,"All",0.000539713
409,5,56,2303,3,"0",0,2.19962467238806,"All",0.000539713
411,5,47,2292,8,"soren",1,6.68938153697915,"All",0.000820673
411,16,47,2292,8,"soren",1,6.68938153697915,"All",0.000820673
412,5,52,2283,6,"0",0,4.37713549277267,"All",0.001074
412,5,52,2283,6,"rep",1,4.37713549277267,"All",0.001074
412,5,52,2283,6,"hypo",1,4.37713549277267,"All",0.001074
413,5,105,2248,3,"0",0,2.4230471886121,"All",0.000594533
413,5,105,2248,3,"hypo",1,2.4230471886121,"All",0.000594533
414,5,5,2220,20,"0",0,14.5936635135135,"All",0.00179039
414,17,5,2220,20,"0",0,14.5936635135135,"All",0.00179039
414,5,5,2220,20,"rep",1,14.5936635135135,"All",0.00179039
414,17,5,2220,20,"rep",1,14.5936635135135,"All",0.00179039
415,5,1,2220,24,"mob",1,16.577096962938,"All",0.00406745
415,5,1,2220,24,"hypo",1,16.577096962938,"All",0.00406745
418,5,187,2211,2,"0",0,1.56173626413388,"All",0.000383197
418,5,187,2211,2,"rep",1,1.56173626413388,"All",0.000383197
419,5,267,2202,1,"0",0,0.979564032697548,"All",0.000240352
420,5,6,2154,10,"0",0,7.01556647083474,"All",0.00172138
420,5,6,2154,10,"soren",1,7.01556647083474,"All",0.00172138
421,5,177,2136,3,"0",0,1.56557394815526,"All",0.000384138
421,5,177,2136,3,"rep",1,1.56557394815526,"All",0.000384138
422,5,26,2114,6,"0",0,4.8220490314,"All",0.00118317
422,5,26,2114,6,"soren",1,4.8220490314,"All",0.00118317
425,5,48,2085,3,"soren",1,1.7312025395825,"All",0.000424778
427,5,345,2076,1,"soren",1,0.767822736030829,"All",0.000188397
428,5,69,2072,4,"rep",1,3.25723914092664,"All",0.000799215
428,5,69,2072,4,"soren",1,3.25723914092664,"All",0.000799215
429,5,12,2072,7,"soren",1,6.24516582528958,"All",0.00153235
430,5,127,2062,2,"0",0,1.35806885025021,"All",0.000333224
